Branch,Percentage_10th,Percentage_12th,Course Type,Skills,Category,Skills_Count,Academic_Score
CS,85,95,Course,text analysisbasic time series analysismachine learning model evaluation and optimizationpython programmingmachine learning modeling,Data Science,13,91.0
CS,85,85,Course,data sciencedata analysissqlitesql,Data Science,3,85.0
CS,85,95,Course,data sciencedeep learningartificial intelligence aijobsmachine learning,Data Science,6,91.0
CS,65,65,Specialization,model interpretation image segmentation natural language extraction machine learning timetoevent modeling deep learning model evaluation multiclass classification random forest model tuning treatment effect estimation machine learning interpretation,Data Science,27,65.0
CS,85,85,Course,data sciencedata analysisdata visualization datavizr programming,Data Science,6,85.0
ECE,85,85,Specialization,marketing plan market research positioning marketing value proposition consumer behaviour data analysis market segmentation marketing process market analysis planning marketing strategy,Business,21,85.0
MCA,85,65,Specialization,data science spreadsheet microsoft excel data analysis data visualization dataviz pivot table ibm cognos analytics dashboard,Data Science,16,73.0
ECE,85,95,Specialization,codeskulptor data analysis python programming data visualization dataviz python syntax and semantics debugging tuple list label,Computer Science,16,91.0
ECE,85,75,Course,list methods for gaining committment from a prospectprepare a detailed sales call planprepare for and address prospect concernspresent and quantify solutions to a prospectexplain the process and benefits of following up with a proscpect after a sales call,Business,38,79.0
CS,85,75,Specialization,implementation science clinical text mining r programming computational phenotyping data quality assessment,Data Science,12,79.0
CSIT,75,75,Course,decision treeensemble learningclassification algorithmssupervised learningmachine learning ml algorithms,Data Science,8,75.0
CS,85,75,Course,graphsunsupervised learningautoencoderdeep learning,Data Science,3,79.0
IT,85,75,Specialization,apache hadoop mongodb big data apache spark nosql databases nosql cloud database cloudant cassandra sparksql sparkml,Information Technology,16,79.0
CSIT,75,75,Course,data sciencepython programmingdata analysispandasnumpy,Data Science,4,75.0
ECE,75,75,Course,data modeldata qualitydata analysissql,Data Science,4,75.0
CS,75,75,Course,python programmingnumpypandasdata cleansing,Data Science,3,75.0
CS,85,95,Course,data sciencegithubpython programmingjupyter notebooksrstudio,Data Science,4,91.0
CS,85,85,Specialization,data analysis microsoft excel data visualization dataviz data cleansing big data power bi,Business,13,85.0
CSIT,85,85,Course,fx case studyfx tradingcurrency pairsforeign exchange market forexmonetary policy,Business,9,85.0
CSIT,85,95,Specialization,devops python programming nodejs html and css cloud applications cloud native iaas paas saas hybrid multicloud cloud computing cascading style sheets css html git software,Information Technology,25,91.0
ECE,85,75,Specialization,json database dbms natural language processing sql,Computer Science,7,79.0
CSIT,75,75,Course,data analysispython programmingmachine learningdata visualization dataviz,Data Science,6,75.0
CS,85,85,Specialization,managing machine learning production systems deployment pipelines model pipelines data pipelines machine learning engineering for production humanlevel performance hlp concept drift model baseline project scoping and design ml deployment challenges ml metadata convolutional neural network,Data Science,35,85.0
CS,85,85,Specialization,cloud storage data analysis big data cloudera sql database dbms data warehousing apache hive apache impala data management distributed file systems,Data Science,21,85.0
CS,65,65,Specialization,data science internet of things iot deep learning apache spark statistics machine learning long shortterm memory istm,Data Science,17,65.0
CSIT,85,85,Specialization,data analysis apache spark delta lake sql data science sqlite ab testing query string predictive analytics presentation skills creating metrics exploratory data analysis,Data Science,23,85.0
ECE,85,75,Specialization,machine learning gpu parallel computing image processing c cuda python programming thread computing algorithms cc nvidia data science,Computer Science,18,79.0
ECE,85,95,Course,database db designdatabase dbmsrelational modelsnormalizationentityrelationship er model,Information Technology,7,91.0
MCA,50,50,Project,postgresqlkubernetescloud sql,Data Science,2,50.0
CSIT,75,75,Specialization,cloud platforms cloud api machine learning cloud databases cloud computing github devops,Information Technology,12,75.0
CS,85,95,Course,data sciencepython programmingdata analysispandasnumpy,Data Science,4,91.0
ECE,85,85,Course,behavioral financecognitive biasinvestmentbehavioral economics,Business,4,85.0
MCA,75,65,Course,agile software developmentsoftware product managementsoftware project managementscrum software development,Computer Science,9,69.0
CSIT,75,85,Course,sectorsmutual fundsfundamental analysisstocksbusiness cycle,Business,4,81.0
IT,75,85,Specialization,data analysis microsoft excel data visualization dataviz presentation datainformed decisionmaking big data pivot table data cleansing dashboard business data virtualization communication presentation design,Business,23,81.0
CSIT,75,75,Course,input actions automationselectorsrecording in studiouser interface automationrpa,Computer Science,7,75.0
MCA,65,50,Course,css codehtmljavascriptcascading style sheets css,Computer Science,5,56.0
IT,85,75,Course,data sciencepython programmingdata analysispandasnumpy,Data Science,4,79.0
CS,85,85,Course,data scienceethicsalgorithmsprivacyphilosophy,Data Science,2,85.0
IT,75,85,Course,data sciencemachine learningdatabricks,Data Science,3,81.0
CS,85,95,Specialization,data science python programming data analysis pandas numpy jupyter notebooks predictive modelling data visualization dataviz model selection dashboards and charts dash matplotlib,Data Science,22,91.0
CS,85,95,Course,aws identity and access managementnetworking on awsaws management consolecloud computingaws security,Information Technology,11,91.0
CS,85,95,Course,gun violence epidemiologycommunity changepublic health interventionsamerican law policy,Health,8,91.0
MCA,85,65,Course,data sciencegithubpython programmingjupyter notebooksrstudio,Data Science,4,73.0
ECE,85,85,Course,algorithmspython programmingwhole genome sequencingdynamic programming,Health,5,85.0
CS,85,95,Course,data analysispython programmingmachine learningdata visualization dataviz,Data Science,6,91.0
CSIT,85,85,Course,web servicemicroservicesrepresentational state transfer restserviceoriented architecture,Computer Science,6,85.0
CSIT,75,75,Specialization,creating links to files and directories updating packages managing linux file systems filtering text files applying permissions cybersecurity information technology linux virtual machine version control hypervisor use case,Computer Science,28,75.0
CS,75,75,Specialization,algorithm design python programming data structure design analysis of algorithms hashtables graphs algorithms intractability,Computer Science,14,75.0
CSIT,85,75,Course,tableau softwaredata virtualizationdata visualization datavizvisualization computer graphics,Data Science,7,79.0
ECE,85,75,Course,data managementspreadsheetmicrosoft excelproblem solvingreal world,Computer Science,5,79.0
ECE,85,95,Course,agile software developmentsoftware product managementsoftware project management,Computer Science,7,91.0
CSIT,75,75,Specialization,lean software development kanban agile software development software development process software development kit sdk scrum software development application security software architecture software testing software design software quality,Computer Science,27,75.0
ECE,85,85,Course,data analysispython programmingmachine learningdata visualization dataviz,Data Science,6,85.0
CS,85,95,Course,environmental impact assessmentsustainabilityenvironmental healthdiets,Health,4,91.0
IT,85,85,Professional Certificate,tensorflowbigquerygoogle cloud platformcloud computing,Data Science,4,85.0
CS,85,95,Specialization,shiny dashboards data analysis and modelling r programmin language data visualization dataviz sql rdbms data science r programming select sql relational databases rdbms data analysis statistical analysis linear regression,Data Science,29,91.0
CS,85,85,Course,data sciencedeep learningartificial intelligence aijobsmachine learning,Data Science,6,85.0
CSIT,85,85,Specialization,html javascript cascading style sheets css java programming html algorithms problem solving string computer science data structure cryptography hash table programming principles,Computer Science,22,85.0
MCA,75,65,Specialization,web development react web framework html and css mobile development javascript testdriven development frontend web development objectoriented programming oop linux bash unix shell github version control,Computer Science,26,69.0
CSIT,85,75,Course,regression analysissupervised learninglinear regressionridge regressionmachine learning ml algorithms,Data Science,8,79.0
MCA,75,65,Course,statistical analysisprobability and statisticsprobabilitystatistical hypothesis testingmachine learning ml algorithms,Computer Science,9,69.0
MCA,65,50,Course,data analysistableau softwaredata visualization datavizpresentation,Data Science,5,56.0
ECE,85,95,Specialization,lean software development kanban agile software development software development process software development kit sdk scrum software development application security software architecture software testing software design software quality,Computer Science,27,91.0
CS,85,95,Course,data sciencemachine learningdatabricks,Data Science,3,91.0
ECE,85,85,Course,cloud nativedevopsiaas paas saashybrid multicloudcloud computing,Information Technology,6,85.0
CSIT,85,85,Specialization,machine learning tensorflow advanced deployment object detection javascript convolutional neural network tensorflowjs tensorflow lite mathematical optimization artificial neural network extraction transformation and loading etl data pipelines,Data Science,26,85.0
ECE,75,75,Specialization,python programming device programming raspberry pi machine learning internet internet of things iot wireless front and back ends service discovery,Computer Science,20,75.0
ECE,85,85,Specialization,matlab data analysis objectoriented programming oop image processing computer programming problem solving programming language,Computer Science,14,85.0
CSIT,85,75,Course,python programmingtableau softwaredata visualization datavizeffective communicationexploratory data analysis,Data Science,8,79.0
CS,85,75,Course,strategic thinkinginnovationinnovation managementdesign thinking,Business,4,79.0
MCA,85,65,Specialization,data science data analysis data visualization dataviz reproducible research,Data Science,9,73.0
MCA,85,85,Specialization,operating system security database vulnerabilities cybersecurity networking basics cyber attacks information security infosec ibm new collar malware network security sql injection,Information Technology,21,85.0
CSIT,85,75,Course,data analysisdebuggingr programmingrstudio,Data Science,3,79.0
CSIT,75,85,Course,human resources hrresource managementhr strategy,Business,5,81.0
CS,85,85,Course,cluster analysisggplotr programmingexploratory data analysis,Data Science,5,85.0
ECE,85,95,Specialization,inference statistics data science probability central limit theorem continuous random variables bayes theorem discrete random variables,Data Science,16,91.0
CSIT,85,85,Specialization,cloud platforms cloud api machine learning cloud databases cloud computing github devops,Information Technology,12,85.0
ECE,85,75,Course,create music legallyread legal documentsleverage the copyright law to your advantagewrite a cowriting agreement,Business,14,79.0
MCA,75,65,Course,cloud databasespython programmingjupyter notebooksrelational database management system rdbmssql,Data Science,8,69.0
ECE,85,85,Specialization,affordable care act health law health insurance portability and accountability act hipaa health policy privacy healthcare management health policy analysis health insurance permanent placement unfair labor practices legal liability budget estimation,Health,31,85.0
CS,85,85,Specialization,big data machine learning deep learning health care graphs unsupervised learning autoencoder,Data Science,12,85.0
CS,85,85,Course,data sciencedeep learningartificial intelligence aijobsmachine learning,Data Science,6,85.0
CSIT,85,85,Professional Certificate,ios app developmentapplication developmentmobile developmentlinuxweb developmentbash unix shellgithubversion controlswift programmingweb designfrontend web developmentuser experience uxaccessibilityuse navigation in your appsjsonapiscore data create simple javascript code create and manipulate objects and arrays write unit testing using jestweb applicationreact web frameworkreact javascript libraryreactsoftware architectureui developmentdata managementpseudocodealgorithmscommunicationdata structurecomputer science,Computer Science,45,85.0
CSIT,85,85,Course,management styleschange managementcommunicationleadership,Business,3,85.0
CSIT,85,85,Course,data sciencestatistical analysisr programmingdata analysisdata visualization dataviz,Data Science,7,85.0
CSIT,85,85,Course,data sciencepython librariespython programmingdata analysisdata visualization dataviz,Data Science,7,85.0
CS,85,95,Course,data sciencedata analysisdata visualization datavizr programming,Data Science,6,91.0
CS,85,95,Specialization,security management network security risk management security governance computer security incident management security vulnerabilities and treatments threats to cybersecurity cybersecurity terminology cybersecurity program elements cybersecurity planning cybersecurity performance measurement risk identification,Information Technology,31,91.0
CS,85,95,Specialization,codeskulptor data analysis python programming data visualization dataviz python syntax and semantics debugging tuple list label,Computer Science,16,91.0
MCA,85,65,Specialization,pentaho data visualization dataviz data warehouse sql database db design entityrelationship er model database dbms extraction transformation and loading etl data integration data warehousing materialized view business intelligence,Data Science,28,73.0
IT,85,75,Course,python programmingdata visualization datavizlinear regressionsqldata preparation,Data Science,6,79.0
MCA,85,65,Specialization,machine learning python programming data visualization dataviz data preparation exploratory data analysis data analysis predictive analytics data architecture coding linear regression sql text analysis,Data Science,24,73.0
ECE,85,75,Course,knitrdata analysisr programmingmarkup language,Data Science,4,79.0
CSIT,85,85,Specialization,machine learning tensorflow advanced deployment object detection javascript convolutional neural network tensorflowjs tensorflow lite mathematical optimization artificial neural network extraction transformation and loading etl data pipelines,Data Science,26,85.0
MCA,85,85,Course,create read update and deletedata analysismysqlrelational database management system rdbmssql,Data Science,10,85.0
ECE,85,85,Course,bondscorporate financedividend policystocksmarket efficiency,Business,4,85.0
ECE,85,85,Specialization,artificial intelligence ai machine learning reinforcement learning function approximation intelligent systems,Data Science,11,85.0
ECE,85,95,Course,create music legallyread legal documentsleverage the copyright law to your advantagewrite a cowriting agreement,Business,14,91.0
CSIT,85,85,Specialization,data science machine learning github r programming exploratory data analysis rstudio data analysis debugging data manipulation regular expression regex data cleansing cluster analysis,Data Science,23,85.0
CSIT,85,85,Specialization,web interactivty jquery data manipulation javascript animations,Computer Science,7,85.0
CS,85,95,Specialization,data science machine learning github r programming exploratory data analysis rstudio data analysis debugging data manipulation regular expression regex data cleansing cluster analysis,Data Science,23,91.0
ECE,85,85,Specialization,whole genome sequencing viterbi algorithm suffix tree python programming algorithms unweighted pair group method with arithmetic mean upgma bioinformatics bioinformatics algorithms dynamic programming graph theory,Health,25,85.0
ECE,85,85,Specialization,credit technology cryptocurrency smart investing blockchain payment systems processing payments payment processing payment technology value propositions decentralization algorithms consensus algorithms blockchain as a business solution,Business,25,85.0
ECE,85,85,Course,data analysiscommunicationinterpretationexploratory data analysis,Business,4,85.0
CS,85,95,Specialization,big data machine learning deep learning health care graphs unsupervised learning autoencoder,Data Science,12,91.0
IT,85,85,Specialization,debugging google cloud platform cloud storage application development cloud computing google compute engine google app engine gae data store application programming interfaces api cloud functions identity management idm cloud endpoints,Computer Science,30,85.0
IT,85,85,Specialization,cloud storage data analysis big data cloudera sql database dbms data warehousing apache hive apache impala data management distributed file systems,Data Science,21,85.0
CSIT,85,85,Course,teamworkdiversitycommunicationconflict managementtechnology,Business,2,85.0
ECE,75,75,Course,analyticsdigital marketingmarketing analyticsmarketing performance,Data Science,4,75.0
CSIT,85,85,Specialization,insert and modify oracle sql databases delete from oracle sql databases create oracle sql databases,Information Technology,15,85.0
ECE,85,75,Course,recursively enumerable setjava compilerjavacjava programming,Computer Science,5,79.0
IT,85,75,Course,data sciencegithubpython programmingjupyter notebooksrstudio,Data Science,4,79.0
CSIT,85,75,Course,bootstrap frontend frameworkresponsive web designjavascriptcascading style sheets css,Computer Science,8,79.0
CSIT,85,85,Course,regression analysisdata cleansingpredictive modellingexploratory data analysis,Data Science,6,85.0
CS,75,85,Specialization,data analysis data visualization dataviz mathematical optimization sql data model data quality regression analysis data cleansing predictive modelling exploratory data analysis simulation business analytics,Business,24,81.0
CSIT,85,85,Specialization,data analysis microsoft excel data visualization dataviz presentation datainformed decisionmaking big data pivot table data cleansing dashboard business data virtualization communication presentation design,Business,23,85.0
ECE,85,75,Course,processing paymentspayment processingpayment technologyvalue propositionspayment systems,Business,6,79.0
CS,85,85,Specialization,data clustering algorithms machine learning classification algorithms decision tree python programming machine learning concepts deep learning linear regression ridge regression lasso statistics regression analysis logistic regression,Data Science,26,85.0
ECE,75,75,Course,managementorganizational theoryorganizational analysisorganizational culture,Business,4,75.0
ECE,75,95,Course,dupont analysismanagement accountingbusiness analysisfinance,Business,4,87.0
IT,85,75,Course,web applicationfrontend web developmentreact web frameworkapplication development,Computer Science,7,79.0
CSIT,85,85,Specialization,software testing cryptography usability penetration test cybersecurity privacy user interface fuzz testing buffer overflow sql injection number theory publickey cryptography,Computer Science,20,85.0
CS,85,95,Course,data sciencer programmingdata visualization datavizlinear regressionexploratory data analysis,Data Science,8,91.0
IT,85,75,Professional Certificate,bookkeepingbusiness accountingtally primebankingfinance,Business,3,79.0
CSIT,85,85,Course,data analysistableau softwaredata visualization datavizvisualization computer graphics,Data Science,7,85.0
CSIT,85,75,Course,computer programmingalgorithmsprogramming languagescratch programming language,Computer Science,5,79.0
IT,75,75,Course,data sciencegithubr programmingrstudio,Data Science,3,75.0
ECE,85,85,Specialization,vertex ai machine learning feature engineering tensorflow cloud computing application programming interfaces api inclusive ml google cloud platform bigquery data cleansing python programming build input data pipeline,Data Science,27,85.0
CS,85,85,Specialization,data science artificial intelligence ai business cloud computing technology cloud native devops iaas paas saas hybrid multicloud deep learning jobs machine learning,Business,22,85.0
CS,85,75,Specialization,text mining python programming pandas matplotlib numpy data cleansing data virtualization data visualization dataviz machine learning ml algorithms machine learning scikitlearn natural language toolkit nltk,Data Science,25,79.0
CS,85,95,Specialization,data collection cluster sampling r programming missing data data quality data analysis data generating process,Data Science,15,91.0
CSIT,85,85,Course,data analysispython programmingdatabase dbmsdata visualization dataviz,Data Science,6,85.0
MCA,50,50,Course,data analysistableau softwaremysqlsql,Data Science,3,50.0
IT,85,85,Course,cloud nativedevopsiaas paas saashybrid multicloudcloud computing,Information Technology,6,85.0
ECE,85,95,Course,natural language toolkit nltktext miningpython programmingnatural language processing,Data Science,8,91.0
MCA,75,65,Course,data sciencespreadsheetmicrosoft exceldata analysispivot table,Data Science,5,69.0
MCA,65,50,Course,web applicationfrontend web developmentreact web frameworkapplication development,Computer Science,7,56.0
CS,85,95,Specialization,tensorflow keras tensorflow probability probabilistic neural networks deep learning probabilistic neural network generative model probabilistic programming language prpl,Data Science,18,91.0
CSIT,75,75,Course,data analysissimulationbusiness analyticsmathematical optimization,Data Science,4,75.0
CS,85,85,Specialization,data science machine learning github r programming exploratory data analysis rstudio data analysis debugging data manipulation regular expression regex data cleansing cluster analysis,Data Science,23,85.0
CSIT,85,95,Specialization,talent management marketing strategy performance management analytics digital supply chain,Business,10,91.0
MCA,75,65,Specialization,data structure problem solving java programming objectoriented programming oop logic programming sorting algorithm trees data structures linked list binary tree graphs search algorithm graph algorithms,Computer Science,25,69.0
CSIT,85,85,Course,business casebusiness analyticsmanagement consultingproblem solvingconsulting,Business,5,85.0
ECE,85,85,Course,coachingteam buildingmanagementteam managementleadership,Business,3,85.0
CS,85,95,Course,data sciencedata analysissqlitesql,Data Science,3,91.0
ECE,85,95,Course,data sciencemethodologycrispdmdata analysisdata mining,Data Science,4,91.0
MCA,75,65,Course,software development kit sdkagile software developmentscrum software development,Computer Science,8,69.0
IT,75,75,Course,python programmingdata virtualizationdata visualization datavizmatplotlib,Data Science,5,75.0
CSIT,85,85,Course,data sciencedata analysissqlitesql,Data Science,3,85.0
CS,75,75,Specialization,data science machine learning github r programming exploratory data analysis rstudio data analysis debugging data manipulation regular expression regex data cleansing cluster analysis,Data Science,23,75.0
ECE,85,75,Specialization,experiment neuroscience r programming image processing statistics statistical analysis statistical model preprocessor brain neurology,Data Science,14,79.0
CSIT,85,85,Course,data sciencer programmingdata visualization datavizlinear regressionexploratory data analysis,Data Science,8,85.0
CSIT,75,75,Course,workflow of machine learning projectsai terminologyai strategyworkflow of data science projects,Business,11,75.0
CS,85,95,Course,dyslexiaeducationreadinglawlearning,Health,1,91.0
CSIT,75,75,Course,data analysismysqlteradatasql,Data Science,2,75.0
CS,85,95,Course,presentation skillsdata analysissqlcreating metricsexploratory data analysis,Data Science,6,91.0
CSIT,85,85,Course,data warehousingmaterialized viewdata warehousesql,Data Science,4,85.0
MCA,85,85,Course,r and rstudiodata cleansing and explorationalteryxanalytic mindsetpowerbi,Data Science,7,85.0
MCA,85,85,Professional Certificate,data scienceregression modelspredictive modellingexploratory data analysis edastatistical analysismachine learningpython programmingdata analysisjupyter notebooktableau softwaredata visualization datavizkaggle,Data Science,15,85.0
CSIT,85,95,Specialization,data science data analysis machine learning spark sql sql databricks,Data Science,10,91.0
MCA,85,65,Specialization,data analysis microsoft excel data visualization dataviz data cleansing big data power bi,Business,13,73.0
CS,85,85,Course,documentsmicrosoft word,Information Technology,2,85.0
CSIT,85,85,Course,biologyentomologyscienceecology,Health,1,85.0
ECE,85,75,Project,business analyticsdata analysisdata visualization datavizpower bibusiness intelligence,Business,7,79.0
IT,85,85,Course,data sciencedata analysismachine learning,Data Science,4,85.0
IT,85,85,Specialization,data science artificial intelligence ai business cloud computing technology cloud native devops iaas paas saas hybrid multicloud deep learning jobs machine learning,Business,22,85.0
CS,85,95,Course,cluster analysisggplotr programmingexploratory data analysis,Data Science,5,91.0
CS,85,85,Specialization,data science relational database management system rdbms cloud databases python programming sql deep learning machine learning big data data mining github jupyter notebooks rstudio,Data Science,24,85.0
CSIT,85,85,Specialization,data clustering algorithms text mining data visualization dataviz data mining data visualization software tableau software data virtualization information retrieval ir document retrieval machine learning recommender systems probabilistic models,Data Science,28,85.0
CSIT,85,95,Course,resource managementengineering managementbusiness communicationteam managementproject management,Business,6,91.0
ECE,85,75,Course,processing paymentspayment processingpayment technologyvalue propositionspayment systems,Business,6,79.0
CSIT,85,85,Course,health educationvaluebased carepatient carepublic healthhealth care,Health,6,85.0
ECE,75,75,Course,agile software developmentlinuxembedded systems,Computer Science,4,75.0
IT,75,85,Course,coachinginfluencingagile managementproblem solvingscrum,Business,3,81.0
IT,75,75,Course,data sciencestatistical analysisr programmingdata analysisdata visualization dataviz,Data Science,7,75.0
ECE,85,85,Course,data visualization softwaretableau softwaredata virtualizationdata visualization dataviz,Data Science,7,85.0
MCA,85,85,Course,inventory and transportationcompetitive analysis and benchmarkdata analysissupply chain planningdistribution and logistics,Business,11,85.0
IT,75,75,Specialization,data analysis data visualization dataviz mathematical optimization sql data model data quality regression analysis data cleansing predictive modelling exploratory data analysis simulation business analytics,Business,24,75.0
ECE,85,95,Course,data analysispython programmingmachine learningdata visualization dataviz,Data Science,6,91.0
CSIT,85,95,Course,bioinformaticssamtoolsunixcommandline interface,Data Science,2,91.0
MCA,85,85,Professional Certificate,data sciencedatabase dbmsnosqlsqldatabase db designdatabase architecturepostgresqlmysqlrelational database management system rdbmscreate read update and deletedata analysisshell scriptbash unix shelllinuxdatabase serversrelational databasedatabase securitydatabase administrationextraction transformation and loading etlapache kafkaapache airflowdata pipelinesdata warehousingcube and rollupbusiness intelligence bistar and snowflake schemacognos analyticsoltp databases,Information Technology,39,85.0
IT,75,85,Specialization,bash unix shell database dbms web application python programming sql vim pandas visual studio code data structure data management linux web scraping,Information Technology,22,81.0
CS,85,85,Specialization,data collection cluster sampling r programming missing data data quality data analysis data generating process,Data Science,15,85.0
ECE,85,95,Professional Certificate,information security analystit security analystsecurity analystjunior cybersecurity analyst,Information Technology,8,91.0
ECE,85,75,Course,data sciencemachine learningr programmingnatural language processing,Data Science,6,79.0
MCA,65,50,Course,react javascript librarydata managementapplication developmentrest apis,Computer Science,6,56.0
IT,85,75,Specialization,machine learning python programming data visualization dataviz data preparation exploratory data analysis data analysis predictive analytics data architecture coding linear regression sql text analysis,Data Science,24,79.0
CSIT,85,95,Course,cluster analysisggplotr programmingexploratory data analysis,Data Science,5,91.0
CSIT,85,85,Course,personal advertisementplanningadaptabilityresilience,Business,2,85.0
IT,75,75,Specialization,text mining python programming pandas matplotlib numpy data cleansing data virtualization data visualization dataviz machine learning ml algorithms machine learning scikitlearn natural language toolkit nltk,Data Science,25,75.0
CSIT,85,85,Course,pricingstrategic managementmarketingcompetitiveness,Business,2,85.0
MCA,50,50,Course,data analysisinteractive visualizationtableau softwaredata visualization dataviz,Data Science,6,50.0
CS,85,95,Specialization,data science machine learning github r programming exploratory data analysis rstudio data analysis debugging data manipulation regular expression regex data cleansing cluster analysis,Data Science,23,91.0
ECE,75,75,Course,financial managementfinancefuture valueleadership and management,Business,5,75.0
IT,75,85,Course,agile user storiesuser experience design uxdagile software developmentproduct managementsoftware development,Computer Science,10,81.0
ECE,85,85,Course,project managementconstruction managementwork breakdown structureproject planning,Business,6,85.0
IT,85,85,Course,data managementdatabase dbmsnosqlmicrosoft azuresql,Information Technology,4,85.0
CSIT,85,85,Course,data analysispredictive analyticsdata visualization datavizdata architecturecoding,Data Science,6,85.0
ECE,85,85,Course,artificial intelligence aicomputer visionmicrosoft azure,Information Technology,5,85.0
MCA,65,50,Course,web applicationpython programmingjupyter notebookscloudhosted notebookscommandline interface,Information Technology,6,56.0
CSIT,85,85,Specialization,shiny dashboards data analysis and modelling r programmin language data visualization dataviz sql rdbms data science r programming select sql relational databases rdbms data analysis statistical analysis linear regression,Data Science,29,85.0
IT,85,85,Course,cloud nativedevopsiaas paas saashybrid multicloudcloud computing,Information Technology,6,85.0
CS,85,85,Specialization,machine learning gpu parallel computing image processing c cuda python programming thread computing algorithms cc nvidia data science,Computer Science,18,85.0
ECE,85,85,Specialization,linux kernel programming embedded systems c programming embedded software embedded systems engineering shell script electrical engineering agile software development,Computer Science,19,85.0
MCA,50,50,Course,data sciencedata analysissqlitesql,Data Science,3,50.0
CS,85,95,Specialization,github machine learning r programming regression analysis data science rstudio data analysis debugging data manipulation regular expression regex data cleansing cluster analysis,Data Science,22,91.0
ECE,85,75,Course,data analysistableau softwaremysqlsql,Data Science,3,79.0
MCA,85,85,Course,data sciencegithubpython programmingjupyter notebooksrstudio,Data Science,4,85.0
CSIT,85,85,Specialization,cloud storage data analysis big data cloudera sql database dbms data warehousing apache hive apache impala data management distributed file systems,Data Science,21,85.0
ECE,75,75,Course,content creationpersona user experiencebrand managementcontent marketing,Business,6,75.0
CSIT,85,85,Specialization,data analysis data visualization dataviz mathematical optimization sql data model data quality regression analysis data cleansing predictive modelling exploratory data analysis simulation business analytics,Business,24,85.0
MCA,65,50,Course,web designhtmljavascriptcascading style sheets css,Computer Science,5,56.0
IT,75,75,Specialization,data clustering algorithms text mining data visualization dataviz data mining data visualization software tableau software data virtualization information retrieval ir document retrieval machine learning recommender systems probabilistic models,Data Science,28,75.0
ECE,75,95,Course,decisionmakingchange managementhuman resources hr,Business,4,87.0
ECE,85,75,Course,data sciencemachine learningr programmingnatural language processing,Data Science,6,79.0
ECE,75,75,Course,google compute enginegoogle app engine gaegoogle cloud platformcloud computing,Information Technology,9,75.0
CSIT,85,75,Course,graphssearch algorithmgraph algorithmsgraph data structures,Computer Science,5,79.0
CS,85,95,Course,data sciencer programming,Data Science,3,91.0
IT,85,75,Professional Certificate,ios app developmentapplication developmentmobile developmentlinuxweb developmentbash unix shellgithubversion controlswift programmingweb designfrontend web developmentuser experience uxaccessibilityuse navigation in your appsjsonapiscore data create simple javascript code create and manipulate objects and arrays write unit testing using jestweb applicationreact web frameworkreact javascript libraryreactsoftware architectureui developmentdata managementpseudocodealgorithmscommunicationdata structurecomputer science,Computer Science,45,79.0
ECE,85,95,Course,natural language toolkit nltktext miningpython programmingnatural language processing,Data Science,8,91.0
CS,85,85,Course,data sciencer programmingdata visualization datavizlinear regressionexploratory data analysis,Data Science,8,85.0
CSIT,85,85,Specialization,data science machine learning github r programming exploratory data analysis rstudio data analysis debugging data manipulation regular expression regex data cleansing cluster analysis,Data Science,23,85.0
CS,85,95,Course,python programmingmachine learning conceptsmachine learningdeep learning,Data Science,6,91.0
CS,85,85,Course,graphsunsupervised learningautoencoderdeep learning,Data Science,3,85.0
ECE,85,95,Course,advertisingintegrated marketing communicationsmarketing communicationsmarketing,Business,4,91.0
CS,85,85,Specialization,machine learning python programming data visualization dataviz data preparation exploratory data analysis data analysis predictive analytics data architecture coding linear regression sql text analysis,Data Science,24,85.0
CS,85,75,Course,motivationcommunicationleadershipbrand management,Business,2,79.0
IT,75,85,Specialization,cloud storage data analysis big data cloudera sql database dbms data warehousing apache hive apache impala data management distributed file systems,Data Science,21,81.0
CS,85,95,Professional Certificate,data scienceregression modelspredictive modellingexploratory data analysis edastatistical analysismachine learningpython programmingdata analysisjupyter notebooktableau softwaredata visualization datavizkaggle,Data Science,15,91.0
CSIT,85,95,Course,logic programmingjava programmingobjectoriented programming oopsorting algorithm,Computer Science,6,91.0
ECE,75,75,Specialization,linux kernel programming embedded systems c programming embedded software embedded systems engineering shell script electrical engineering agile software development,Computer Science,19,75.0
CSIT,75,85,Course,create music legallyread legal documentsleverage the copyright law to your advantagewrite a cowriting agreement,Business,14,81.0
CS,85,85,Course,data managementdistributed file systemscloud storagebig datasql,Data Science,6,85.0
IT,75,75,Course,data sciencemethodologycrispdmdata analysisdata mining,Data Science,4,75.0
CSIT,85,85,Course,ux and uireact web frameworkgithubfigmasql,Computer Science,5,85.0
CSIT,85,75,Specialization,vertex ai machine learning feature engineering tensorflow cloud computing application programming interfaces api inclusive ml google cloud platform bigquery data cleansing python programming build input data pipeline,Data Science,27,79.0
CS,65,65,Specialization,text mining python programming pandas matplotlib numpy data cleansing data virtualization data visualization dataviz machine learning ml algorithms machine learning scikitlearn natural language toolkit nltk,Data Science,25,65.0
MCA,75,65,Course,web applicationfrontend web developmentreact web frameworkapplication development,Computer Science,7,69.0
CSIT,75,75,Course,deep learningapplication programming interfaces apiartificial intelligence aimachine learningwatson,Data Science,8,75.0
CSIT,85,85,Specialization,trade marketing marketing brand management pricing strategies product management touchpoint business strategy pricing strategic management retailing marketing mix retail management,Business,20,85.0
